,undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,Label,claim,perspective,opposite_perspective
2113,4.611146499999999,-6.0493627,1.3080263,0.8314732,0,0,1,1,We should drop the sanctions against Cuba.,Economic benefits of ending sanctions,Economic harm of ending sanctions
2115,7.461956,-6.8756976,1.6813031000000003,0.24229491,0,0,1,1,We should drop the sanctions against Cuba.,Sanctions are not working,Sanctions are working
2117,8.390211,-6.336558,1.7840578999999999,1.7115938999999998,0,0,1,1,We should drop the sanctions against Cuba.,"Where the people and not the government shoulder the burden, sanctions don't work.","Where the people and the government shoulder the burden, sanctions don't work."
2120,4.1059074,-2.3478307999999997,1.3671073999999999,1.1182287,0,0,1,1,We should drop the sanctions against Cuba.,The Cuba embargo has failed to achieve its goal after 50 years so the US should end it.,The Cuba embargo doesn't have failed to achieve its goal after 50 years so the US should end it.
2121,-0.79921055,2.8991892000000004,0.37462968,1.4559597,1,1,0,0,We should drop the sanctions against Cuba.,The embargo enables the United States to apply pressure on the Cuban government to improve human rights. ,The embargo enables the United States not to apply pressure on the Cuban government to improve human rights.
2122,2.936224,-0.8593885,1.2312691,0.9071491,0,0,1,1,We should drop the sanctions against Cuba.,The United States should not have different trading and travel policies for Cuba than for other countries with governments or policies it opposes. ,The United States should have different trading and travel policies for Cuba than for other countries with governments or policies it opposes.
2124,6.7308226,-7.264402400000001,1.8930148999999998,0.6374579,0,0,1,1,We should drop the sanctions against Cuba.,Cubans can't join the digital era while under embargo due to lack of electronic access., can join the digital era while under embargo due to lack of electronic access.
2125,-2.9887013,2.6907834999999998,0.25604558,0.40722895,1,1,0,0,We should drop the sanctions against Cuba.,The United States should maintain the Cuba embargo because Cuba has not met the conditions required to lift it. ,The United States should maintain the Cuba embargo because Cuba has met the conditions required to lift it.
2127,6.333285299999999,-5.264222,1.7301488999999999,1.5133694,0,0,1,1,We should drop the sanctions against Cuba.,The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does not pose a threat to the United States. ,The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does pose a threat to the United States.
2128,4.397387,-2.534729,1.4442153,1.1054591999999999,0,0,1,1,We should drop the sanctions against Cuba.,The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is not a threat to the US.,The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is a threat to the US.
2129,-0.5033274,3.364758,0.32067394,1.0951308000000002,1,1,0,0,We should drop the sanctions against Cuba.,Cuba should be subject to sanctions because it is known to have repeatedly supported acts of terrorism. ,Cuba should not be subject to sanctions because it is known to have repeatedly supported acts of terrorism.
2131,-1.7863196,1.3191673000000002,0.4094445,0.47727907,1,1,0,0,We should drop the sanctions against Cuba.,"Because Cuba supports terrorism, it should have sanctions levvied against it.","Because Cuba oppose terrorism, it should have sanctions levvied against it."
2132,-0.44136775,2.3603294,0.4055366,1.4905779,1,1,0,0,We should drop the sanctions against Cuba.,The United States is able to target the Cuban government with its embargo while still providing assistance to Cuban citizens. ,The United States is not able to target the Cuban government with its embargo while still providing assistance to Cuban citizens.
2133,-1.2462959999999998,3.3842277999999997,0.28750676,1.4192056999999998,1,1,0,0,We should drop the sanctions against Cuba.,The embargo should be maintained because open travel is insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results. ,The embargo should not be maintained because open travel is insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results.
2134,-2.5121357000000004,2.6707401,0.27844697,1.7466731,1,1,0,0,We should drop the sanctions against Cuba.,The embargo must be upheld as others have allowed open travel with no results.,The embargo must not be upheld as others have allowed open travel with no results.
2135,-1.9581903999999999,1.3319741000000003,0.38728464,0.48907749999999994,1,1,0,0,We should drop the sanctions against Cuba.,Open travel to Cuba has not yielded change so the embargo should continue.,Open travel to Cuba has yielded change so the embargo should continue.
2137,5.4770083,-4.5940347,1.5967438,1.251328,0,0,1,1,We should drop the sanctions against Cuba.,"Most of the world opposes the embargo, and maintaining it is detrimental to the reputation of the United States among the international community. ","Most of the world opposes the embargo, and maintaining it is not detrimental to the reputation of the United States among the international community."
2138,2.8148217,-2.992268,1.3014052,0.090266764,0,0,1,1,We should drop the sanctions against Cuba.,Maintaining a widely-reviled embargo damages the US's diplomatic reputation.,Maintaining a widely-reviled embargo protect the US's diplomatic reputation.
2139,3.9928107,-2.3738904,1.3931485000000001,1.3917588,0,0,1,1,We should drop the sanctions against Cuba.,"The global community opposes the embargo, and maintaining it hurts the US diplomatically.","The global community opposes the embargo, and maintaining it protect the US diplomatically."
2140,0.16651933,2.2552470000000002,0.41981518,1.1826537,1,1,0,0,We should drop the sanctions against Cuba.,"The Cuban government has consistently responded to US attempts to soften the embargo with acts of aggression, raising concerns about what would happen if the sanctions were fully lifted. ","The Cuban government doesn't have consistently responded to US attempts to soften the embargo with acts of aggression, raising concerns about what would happen if the sanctions were fully lifted."
2141,4.4765663,-5.963924,1.6786735000000002,0.56251967,0,0,1,1,We should drop the sanctions against Cuba.,"Free trade, not the isolation of an embargo, can promote democracy in Cuba. ","Free trade, the isolation of an embargo, can promote democracy in Cuba."
2145,-1.6373608,1.0941828000000002,0.44271374,0.45222288,1,1,0,0,We should drop the sanctions against Cuba.,"There is no definitive replacement for Raul Castro, which makes it unwise for the US to implement new policies at this time.","There is not no definitive replacement for Raul Castro, which makes it unwise for the US to implement new policies at this time."
2147,-2.719072,2.1270015,0.29681438,0.50712514,1,1,0,0,We should drop the sanctions against Cuba.,Cuba has not demonstrated a willingness to negotiate in good faith with the United States. ,Cuba has demonstrated a willingness to negotiate in good faith with the United States.
2155,-6.426103599999999,5.745104,0.024205743999999998,1.8819084,1,1,0,0,Plastic Bags should be banned,Causes expense to consumers in a time of recession, casue no expense to consumers in a time of recession
2156,-5.1052194,3.445074,0.09192610000000001,1.6773273000000002,1,1,0,0,Plastic Bags should be banned,"NO,need to ban just reduce the use of plastic","NO, don't need to ban just reduce the use of plastic"
2157,-2.9244156,6.357039,0.009348333,1.7987845,1,1,0,0,We should support enforcing term limits on the executive branch of government,"A strong, consistent executive may be desirable in many cases.","A strong, consistent executive may not be desirable in many cases."
2158,-2.9184732,4.965112,0.040742755,1.8502142,1,1,0,0,We should support enforcing term limits on the executive branch of government,"There are some circumstances when one would want a strong, consistent executive branch of government in place.","There are not some circumstances when one would want a strong, consistent executive branch of government in place."
2160,-1.7267827,5.049402,0.16301835,1.8193276999999999,1,1,0,0,We should support enforcing term limits on the executive branch of government,It may at some point be desirable to keep around a certain executive longer than terms decide,It may not at some point be desirable to keep around a certain executive longer than terms decide
2161,-4.559342,3.7103024,0.03707242,0.05991608,1,1,0,0,We should support enforcing term limits on the executive branch of government,In some instances it may be better to not have term limits if there is a good leader at the time,In some instances it may be better to have term limits if there is a good leader at the time
2162,-1.4584682,4.6376919999999995,0.4001763,1.9190767,1,1,0,0,We should support enforcing term limits on the executive branch of government,Freeing the executive from re-election concerns can help focus attention on the public interest,Freeing the executive from re-election concerns can not help focus attention on the public interest
2163,4.534929,-0.37297747,1.6285155,1.5958562,0,0,1,1,We should support enforcing term limits on the executive branch of government,"The longer a single leader remains in power, the more entrenched his grip becomes, and the more likely he is to use his office to his personal advantage.","The longer a single leader remains in power, the less entrenched his grip becomes, and the more likely he is to use his office to his personal advantage."
2164,5.1954474,-5.5185504000000005,1.9510543000000002,0.007646799,0,0,1,1,We should support enforcing term limits on the executive branch of government,Longer terms for Politicians could lead to unfairness in governing,Longer terms for Politicians could not lead to unfairness in governing
2165,4.788957599999999,-0.75016856,1.6343298000000002,1.2664323,0,0,1,1,We should support enforcing term limits on the executive branch of government,"If a single leader sits on the throne for too long, it's more likely for the leader to exploit his or her power. ","If a single leader sits on the throne for too long, it's less likely for the leader to exploit his or her power."
2166,4.361495,-0.39031368,1.6048558000000002,1.5399249,0,0,1,1,We should support enforcing term limits on the executive branch of government,"The longer a politician remains in office, the more entrenched his grip becomes, and the more likely he is to use his office to his personal advantage:","The longer a politician remains in office, the less entrenched his grip becomes, and the more likely he is to use his office to his personal advantage:"
2167,3.9638455,-3.3451334999999998,1.7140483,0.14000732,0,0,1,1,We should support enforcing term limits on the executive branch of government,"If there's no term limit, the leader will likely exploit his power to personal advantages by staying too long in the office. ","If there's no term limit, the leader will not likely exploit his power to personal advantages by staying too long in the office."
2173,-2.783929,6.032558,0.06831002,1.9415792,1,1,0,0,We should support enforcing term limits on the executive branch of government,Term limits should be voted on ,Term limits should not be voted on
2185,-2.6245107999999995,3.5430777,0.33243304,0.36533248,1,1,0,0,We should support enforcing term limits on the executive branch of government,"When some leaders are subject to term limits and some are not, the balance of power in uneven.","When some leaders are subject to term limits and some are , the balance of power in uneven."
2189,4.6483,-4.423223999999999,1.8701035,0.03367603,0,0,1,1,We should support enforcing term limits on the executive branch of government,"By imposing a term limit in office, we can limit the power of executive branch of government.","By imposing a term limit in office, we can not limit the power of executive branch of government."
2198,-2.6729564999999997,6.340953400000001,0.07794827,1.8965276000000002,1,1,0,0,Launching a military coup against a democratic government can be justified,A military coup could be justified but it would make democracy fragile.,A military coup could not be justified but it would make democracy fragile.
2202,4.38492,-2.9462327999999998,1.7172831999999998,0.3061986,0,0,1,1,Bribery is sometimes acceptable,Bribery is sometimes the cost of doing business,Bribery is not sometimes the cost of doing business
2205,-1.9416444,6.1614065,0.25827575,1.8596956000000002,1,1,0,0,Bribery is sometimes acceptable,Bribery is morally wrong,Bribery is not morally wrong
2207,-4.6051807,3.8788470999999998,0.0030588508,0.011626363,1,1,0,0,Bribery is sometimes acceptable,There is no justification that can make bribery anything other than immoral.,There is not no justification that can make bribery anything other than immoral.
2211,5.825318299999999,-1.8920254,1.7781308,1.753943,0,0,1,1,Bribery is sometimes acceptable,Individuals may have no choice,Individuals may not have no choice
2213,3.2568507,-2.31091,1.5448661,0.039363325,0,0,1,1,Bribery is sometimes acceptable,Bribery is only wrong under a Western-centric notion of corruption,Bribery is not only wrong under a Western-centric notion of corruption
2232,-4.323293700000001,3.8846555,0.023309171,0.03897953,1,1,0,0,Abolish the US Electoral College,"Casting votes by state forces candidates to be attentive to local interests, which they would otherwise ignore in a national campaign.","Casting votes by state forces candidates not to be attentive to local interests, which they would otherwise ignore in a national campaign."
2243,-1.1018351,1.9767727,0.7233549,1.4395156,1,1,0,0,We should fear the power of government over the Internet,Internet regulation is necessary to ensure a safe internet,Internet regulation is not necessary to ensure a safe internet
2251,-3.8405614000000003,3.8135013999999994,0.08800399,0.71038365,1,1,0,0,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns",Citizens are more likely to become interested in politics and commit to vote if celebrities are more involved in politics.,Citizens are not more likely to become interested in politics and commit to vote if celebrities are more involved in politics.
2271,-1.8515515,0.7166977,0.7264906999999999,1.1268263,1,1,0,0,The Dalai Lama’s ‘third way’ in Tibet,The Dalai Lama is no longer relevant to Tibet's future,The Dalai Lama is not no longer relevant to Tibet's future
2277,2.4975872000000003,-2.7697334,1.5488868,0.014149189,0,0,1,1,The United Nations Security Council should be expanded,There is a growing imbalance between developing and developed countries representation in the Council.,There is not a growing imbalance between developing and developed countries representation in the Council.
2280,-3.3580394,2.7375784,0.018704832,0.09573549,1,1,0,0,The United Nations Security Council should be expanded,If it wasn't for the various interests and demands. it wouldn't be so hard on achieving a UNSC reform.,If it was for the various interests and demands. it wouldn't be so hard on achieving a UNSC reform.
2289,-2.9420167999999998,6.688366,0.033362567,1.7815651999999997,1,1,0,0,Grant politicians immunity from prosecution,The ability to prosecute politicians is the ultimate protection against the abuse of power.  ,The ability not to prosecute politicians is the ultimate protection against the abuse of power.  
2290,4.051369,-3.5258574,1.7624707,0.11997682,0,0,1,1,Grant politicians immunity from prosecution,Seeing a politician put on trial hurts the integrity of their office.  ,Seeing a politician put on trial protect the integrity of their office.  
2291,6.2785954,-2.1109395,1.9032738,1.7878556,0,0,1,1,Grant politicians immunity from prosecution,The public may have less respect for an office if the officeholder is put on trial,The public may not have less respect for an office if the officeholder is put on trial
2292,0.11667775,2.1756713,0.8848219999999999,1.017252,1,1,0,0,Grant politicians immunity from prosecution,In the event of major abuses of power it should be the public that holds politicians to account.  ,In the event of major abuses of power it should not be the public that holds politicians to account.  
2293,-3.0396101000000004,6.4019675000000005,0.026986659,1.7039005,1,1,0,0,Grant politicians immunity from prosecution,The public should be made aware of major abuses of power so that they can hold politicians accountable,The public should not be made aware of major abuses of power so that they can hold politicians accountable
2305,4.380249,-2.4550526,1.4059253,0.029427647999999997,0,0,1,1,We should not slaughter animals which have not been stunned first.,slaughter is painful when animals are not stunnded,slaughter is painful when animals are stunnded
2321,2.8758886,-2.0871737,1.5837333999999998,1.4900591,0,0,1,1,Abolish congressional earmarks,Getting rid of earmarks will cut down on government waste.,Getting rid of earmarks will not cut down on government waste.
2322,0.86194134,-0.5583283,1.1769607,1.1035013999999999,0,0,1,1,Abolish congressional earmarks,Eliminating earmarks will help save tax dollars.,Eliminating earmarks will not help save tax dollars.
2324,-3.6963053,3.7761745,0.11101848,0.13109136,1,1,0,0,Abolish congressional earmarks,Congressional earmarks are a check on an excessively powerful executive branch,Congressional earmarks are not a check on an excessively powerful executive branch
2363,4.3459080000000005,-3.5460529999999997,1.7836492,1.2246814,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,[Iran specific] Iran has threatened to destroy Israel,[Iran specific] Iran doesn't have threatened to destroy Israel
2364,4.402428,-1.9617528999999998,1.7061276,1.6540197,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Iran has Israel targeted.,Iran doesn't have Israel targeted.
2365,-2.1018357000000005,2.4258439999999997,0.11656934,1.2390361,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,No country has an inherent right to invade or use aggression against another.,No country doesn't have an inherent right to invade or use aggression against another.
2368,3.994901,-2.4250119999999997,1.7167306,1.4123941999999998,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,The US military is needed to ensure peace.,The US military is not needed to ensure peace.
2369,6.06538,-1.9620084999999998,1.7973645,1.7930076000000001,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"[Iran specific] Others, particularly Israel, would act if the United States did not","[Iran specific] Others, particularly Israel, would act if the United States did "
2371,3.2681513,-4.102651,1.7499205000000002,0.1387065,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Humanitarian missions would not be possible in states that have nuclear weapons.,Humanitarian missions would be possible in states that have nuclear weapons.
2372,3.4257302000000003,-4.0790486,1.7526271,0.17582494,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,It is very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.,It is not very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.
2377,-0.4114022,3.2826690000000003,0.17963123,1.8175528000000003,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Public acknowledgement of the right to nuclear deterrence will benefit the public regulation of nuclear weapons generally,Public acknowledgement of the right not to nuclear deterrence will benefit the public regulation of nuclear weapons generally
2378,-1.3047673,2.0480945,0.2031377,1.790023,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Countries with nuclear weapons have the ability to set their own agenda.,Countries with nuclear weapons don't have the ability to set their own agenda.
2379,-0.8024816,3.5786827000000003,0.15559638,1.8859622,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,States with nuclear weapons are afforded more authority to set agendas at international levels.,States with nuclear weapons are not afforded more authority to set agendas at international levels.
2380,-0.39863109999999996,3.3337235,0.18082863,1.8519602,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"All countries have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons","All countries don't have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons"
2381,-0.49921134,3.3220077000000003,0.1806019,1.8786943,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,All states have a right to nuclear self-defense.,All states don't have a right to nuclear self-defense.
2382,-0.304057,3.2826605000000004,0.18777293,1.8069196,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,To use  nuclear weapons in defense of the nation is lawful for all countries., Not to use  nuclear weapons in defense of the nation is lawful for all countries.
2383,-0.7551875,3.3962974999999997,0.17302328,1.9017277,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"countries have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon","countries don't have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon"
2384,-3.065958,0.9276501,0.17006624,0.17348528,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons","all countries are entitled to self defense with nuclear weapons, even when they do have the capacity to carry conventional weapons"
2388,-2.755545,1.9333208,0.14258331,1.1574886,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"Disarmament would actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed","Disarmament would not actually cause increased insecurity among nations, as there can never be any guarantee that a nation has disarmed"
2389,-2.4524555,2.217804,0.15793562,1.4698011,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"Disarmament would actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed.","Disarmament would not actually cause increased insecurity among nations, it is near impossible to guarantee that a nation has disarmed."
2390,-2.0903150000000004,3.3089093999999997,0.1368261,1.8661156000000003,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"Disarmament would actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed.","Disarmament would not actually cause increased insecurity among nations, you can never really know for sure whether they have disarmed."
2391,-1.448674,2.994089,0.18209260000000002,1.9590861000000002,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"The abolition of nuclear weapons would actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons","The abolition of nuclear weapons would not actually incentivize the development and use of even more dangerous weapons, such as chemical and biological weapons"
2392,3.0986102000000004,-3.9852800000000004,1.7498069,0.19271117,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Proliferation of nuclear weapons increases the chances of nuclear accidents,Proliferation of nuclear weapons decrease the chances of nuclear accidents
2393,3.6629638999999994,-4.3704160000000005,1.7701533,0.13952291,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Nuclear weapons can fall into the wrong hands.,Nuclear weapons can not fall into the wrong hands.
2394,4.2364907,-3.8219981,1.7619812,0.9347312,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,The nukes can end up being used against us.,The nukes can not end up being used against us.
2395,3.61248,-3.899799,1.7140886999999998,0.041464983999999996,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,States will give terrorists nuclear weapons,States will not give terrorists nuclear weapons
2397,3.6059449999999997,-4.352841000000001,1.7899133999999999,0.16397166,0,0,1,1,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims,It is not immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims
2398,-1.8254733,4.9916925,0.05377859,1.7286129000000001,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"As a matter of principle, every country, including the United States, has the right to defend itself to the best of its technological and economic ability","As a matter of principle, every country, including the United States, doesn't have the right to defend itself to the best of its technological and economic ability"
2399,-1.6901477999999999,4.9516697,0.06746364,1.6995983000000001,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"Every country, including the United States, has a sovereign right to defend itself with every available means necessary","Every country, including the United States, doesn't have a sovereign right to defend itself with every available means necessary"
2400,-1.2095479,4.41228,0.09959483,1.7098787,1,1,0,0,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Every sovereign nation has the right to defend itself by all means necessary,Every sovereign nation doesn't have the right to defend itself by all means necessary
2417,-1.0628614,4.512557,0.4830997,1.4501765,1,1,0,0,Mandatory sentencing is fine.,Mandatory minimum sentences make juries reluctant to convict guilty defendants. ,Mandatory minimum sentences make juries reluctant not to convict guilty defendants.
2420,-4.238821499999999,4.186943,0.0036033988,0.9324504000000001,1,1,0,0,Mandatory sentencing is fine.,The chance of rehabilitation is lower when minimum mandatory sentences are used.,The chance of rehabilitation is not lower when minimum mandatory sentences are used.
2422,2.306133,-3.0604062,1.5947635,0.034915327999999995,0,0,1,1,Should the United States scale back the War on Drugs?,The War on Drugs has failed and there needs to be a new dialogue to decide on the course forward,The War on Drugs doesn't have failed and there needs to be a new dialogue to decide on the course forward
2432,-6.7038107,7.821897,0.0035559535,1.2385206,1,1,0,0,Democracies should ban the display of communist and Nazi symbols,Practical harm #1 - Encouraging extremist movements ,Practical protect #1 - Encouraging extremist movements
2433,-6.482153,7.220505999999999,0.021097302000000002,1.4178472,1,1,0,0,Democracies should ban the display of communist and Nazi symbols,Encouraging extremist movement is definitely harmful.,Encouraging extremist movement is not definitely harmful.
2435,-4.475113400000001,5.859892400000001,0.0869506,0.76492655,1,1,0,0,Democracies should ban the display of communist and Nazi symbols,Practical harm #2 - Hate speech ,Practical protect #2 - Hate speech
2463,5.464794599999999,-2.1793264999999997,1.7536203999999997,1.61479,0,0,1,1,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,Only an international treaty can create penalties for non-compliance,Only an international treaty can not create penalties for non-compliance
2464,0.2605121,-0.82133347,1.0553057,0.0060346127,0,0,1,1,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,Penalties for non-compliance are restricted to international treaties,Penalties for non-compliance are not restricted to international treaties
2467,-1.8349701,5.213292,0.046334803,1.7796113000000002,1,1,0,0,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,Sovereign states should be allowed to set their own targets and be trusted to meet them,Sovereign states should not be allowed to set their own targets and be trusted to meet them
2468,-3.0507786,6.425293,0.0018221735999999998,1.8111229,1,1,0,0,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,Meeting emission targets should be set by individual states ,Meeting emission targets should not be set by individual states
2469,-2.1941047,5.4954276,0.036756456,1.7559036,1,1,0,0,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,Allowing sovereign states to set and meet their own emission targets is key,Allowing sovereign states not to set and meet their own emission targets is key
2474,5.292336,-6.1605506,1.8139129,0.41056776,0,0,1,1,The House of Lords should be reformed,The House of Lords does not understand the needs of the citizens they serve.,The House of Lords does understand the needs of the citizens they serve.
2477,-0.5911945,0.76167005,0.98430705,1.5084937,1,1,0,0,The House of Lords should be reformed,an apathetic public can be the cause of reform,an apathetic public can not be the cause of reform
2496,-2.79963,5.131019,0.06027341,1.8934083,1,1,0,0,Winning the Champions League Is Better Than Winning the Premier League,The Premiership is the most popular and successful football league in the world,The Premiership is not the most popular and successful football league in the world
2497,4.5965147,-1.6390857,1.6124043,1.5634718,0,0,1,1,Winning the Champions League Is Better Than Winning the Premier League,Winning the Champions League relies more on luck than the Premier League,Winning the Champions League relies less on luck than the Premier League
