Label,x,y,claim,perspective,opposite_auto
0,0,0,Drones Should Be Used to Take Out Enemy Combatants,The use of unmanned drone attacks is inconsistent with international laws.,The use of unmanned drone attacks is not inconsistent with international laws.
0,0,0,Drones Should Be Used to Take Out Enemy Combatants,International laws are violated by drone strikes.,International laws are not violated by drone strikes.
0,0,0,Drones Should Be Used to Take Out Enemy Combatants,International law is violated by drone strikes.,International law is not violated by drone strikes.
0,0,0,Drones Should Be Used to Take Out Enemy Combatants,Civilians are traumatized and often killed by United States drone strikes.,Civilians are not traumatized and often killed by United States drone strikes.
0,0,0,Drones Should Be Used to Take Out Enemy Combatants,"Drone strikes are a major threat to individuals, both physically and psychologically.","Drone strikes are not a major threat to individuals, both physically and psychologically."
1,0,0,Drones Should Be Used to Take Out Enemy Combatants,PTSD is much less prevalent amonst drone pilots than those who participate in traditional warfare.,PTSD is not much less prevalent amonst drone pilots than those who participate in traditional warfare.
1,0,0,Drones Should Be Used to Take Out Enemy Combatants,The incidence of PTSD is lower amonst drone pilots than those who pilot manned aircraft or fight on the battlefield.,The incidence of PTSD is not lower amonst drone pilots than those who pilot manned aircraft or fight on the battlefield.
0,0,0,Offshoring is a good idea,There are multiple negative effects of offshoring.,There are not multiple negative effects of offshoring.
0,0,0,Offshoring is a good idea,Underdeveloped states and workers are harmed by this practice.,Underdeveloped states and workers are not harmed by this practice.
1,0,0,Offshoring is a good idea,Offshore outsourcing is consistent with existing labour distribution patterns.,Offshore outsourcing is not consistent with existing labour distribution patterns.
0,0,0,Offshoring is a good idea,Social mobility is negatively impacted by offshore outsourcing.,Social mobility is not negatively impacted by offshore outsourcing.
0,0,0,Offshoring is a good idea,Living standards decline and is just one example of the cons of offshore outsourcing.,Living standards decline and is not just one example of the cons of offshore outsourcing.
0,0,0,Evolution has Disproved Creationism,Evolution does not explain morals or guidelines to a way of life.,Evolution does explain morals or guidelines to a way of life.
1,0,0,Evolution has Disproved Creationism,Creationism can't explain the fossil record., can explain the fossil record.
0,0,0,Evolution has Disproved Creationism,"Much of the complexity of life cannot be explained by evolution, but is perfectly explained by Creationism.","Much of the complexity of life can be explained by evolution, but is perfectly explained by Creationism."
0,0,0,Evolution has Disproved Creationism,Creationism has theoretical answers to questions evolution can't answer.,Creationism has theoretical answers to questions can answer.
0,0,0,Evolution has Disproved Creationism,Evolution cannot answer irreducible complexity like Creationism can.,Evolution can answer irreducible complexity like Creationism can.
1,0,0,Evolution has Disproved Creationism,"There is no empirical evidence supporting Creationism, whereas all evidence supports abiogenesis and evolution.","There is not no empirical evidence supporting Creationism, whereas all evidence supports abiogenesis and evolution."
1,0,0,Evolution has Disproved Creationism,Creationism isn't supported by the scientific community.,Creationism is supported by the scientific community.
0,0,0,National service should be re-introduced,The military does not want conscription,The military does want conscription
0,0,0,National service should be re-introduced,The military feels that conscription is not the right answer. ,The military feels that conscription is the right answer.
0,0,0,National service should be re-introduced,Constriction is not something the military is interested in. ,Constriction is something the military is interested in.
0,0,0,National service should be re-introduced,"Conscientious objectors would, under the national service, not be treated equitably. ","Conscientious objectors would, under the national service, be treated equitably."
1,0,0,National service should be re-introduced,Have a standing army that is ready for action could be used in society right now. ,Have a standing army that is not ready for action could be used in society right now.
0,0,0,National service should be re-introduced,The costs will be enormous and implementation is arduous. ,The costs will be enormous and implementation is not arduous.
0,0,0,National service should be re-introduced,National service is expensive and hard to follow through on.,National service is not expensive and hard to follow through on.
0,0,0,National service should be re-introduced,"National services are difficult, and hard to get going.","National services are not difficult, and hard to get going."
1,0,0,National service should be re-introduced,Society is better connected with national service.,Society is not better connected with national service.
1,0,0,National service should be re-introduced,National service ensures that people and society are more connected to one another. ,National service ensures that people and society are not more connected to one another.
0,0,0,National service should be re-introduced,It is unjust for a government to coerce its citizens,It is not unjust for a government to coerce its citizens
0,0,0,You should never have children,Having children is our duty and responsibility,Having children is not our duty and responsibility
0,0,0,You should never have children,It is our mission to have children,It is not our mission to have children
0,0,0,You should never have children,The purpose of life is to have children,The purpose of life is not to have children
0,0,0,You should never have children,The act of having children makes people more desirable citizens.,The act of having children makes people less desirable citizens.
0,0,0,You should never have children,People are better citizens when they have children,People are not better citizens when they have children
1,0,0,Anarchism is a valuable political ideology,These groups are the beneficiaries who reap their profits by kindling the deep settled hatred of among the oppressed,These groups are not the beneficiaries who reap their profits by kindling the deep settled hatred of among the oppressed
1,0,0,Anarchism is a valuable political ideology,Community action is a more powerful tool than the state for providing goods.,Community action is not a more powerful tool than the state for providing goods.
0,0,0,Voting should be compulsory in the UK,People forced to vote are unlikely to vote intelligently.,People forced to vote are not unlikely to vote intelligently.
0,0,0,Voting should be compulsory in the UK,"If people are forced to vote, they will not have the information needed to vote intelligently.","If people are forced to vote, they will have the information needed to vote intelligently."
0,0,0,Voting should be compulsory in the UK,A vote cast by someone who does not want to vote is unlikely to be based on careful consideration.,A vote cast by someone who does want to vote is unlikely to be based on careful consideration.
1,0,0,Voting should be compulsory in the UK,It will cause more people to become interested in politics,It will cause less people to become interested in politics
1,0,0,Voting should be compulsory in the UK,Cause more people to become interested in politics,Cause less people to become interested in politics
0,0,0,Voting should be compulsory in the UK,The right not to vote,The right to vote
1,0,0,Voting should be compulsory in the UK,Voting is a civic duty,Voting is not a civic duty
1,0,0,Voting should be compulsory in the UK,Voting is the duty of every individual in a democratic society.,Voting is not the duty of every individual in a democratic society.
1,0,0,Voting should be compulsory in the UK,It is the duty of every citizen to vote.,It is not the duty of every citizen to vote.
0,0,0,Voting should be compulsory in the UK,Compulsory Voting Does not enhance democracy,Compulsory Voting Does enhance democracy
0,0,0,Voting should be compulsory in the UK,Democracy is based on the freedom to vote or not.,Democracy is based on the freedom to vote or .
0,0,0,Voting should be compulsory in the UK,"People can only make free choices if they want to, not because the state makes them","People can only make free choices if they want to, because the state makes them"
0,0,0,Voting should be compulsory in the UK,What's the point of voting as politicians don't listen to the public anyways,What's the point of voting as politicians do listen to the public anyways
0,0,0,Voting should be compulsory in the UK,"Once elected, politicians do what they want, so why vote?","Once elected, politicians do what they want, does not mean why vote?"
0,0,0,Voting should be compulsory in the UK,Voting does not make sense as a rewardable/punishable action.,Voting does make sense as a rewardable/punishable action.
0,0,0,Voting should be compulsory in the UK,Rewarding or punishing someone for voting is nonsensical.,Rewarding or punishing someone for voting is not nonsensical.
0,0,0,Voting should be compulsory in the UK,Weekend voting would be a more sensible solution,Weekend voting would be a less sensible solution
0,0,0,Voting should be compulsory in the UK,Convincing is more effective than forcing.,Convincing is not more effective than forcing.
0,0,0,Voting should be compulsory in the UK,You can persuade to vote but you can't force someone to do it.,You can persuade to vote but can force someone to do it.
0,0,0,Voting should be compulsory in the UK,Policing and financing the system is unmanageable,Policing and financing the system is not unmanageable
0,0,0,Voting should be compulsory in the UK,It is unreasonable to expect that compulsory voting could be financed and verified.,It is not unreasonable to expect that compulsory voting could be financed and verified.
0,0,0,Voting should be compulsory in the UK,There are alternatives that tackle the real causes of voter disengagement,There are not alternatives that tackle the real causes of voter disengagement
1,0,0,Voting should be compulsory in the UK,Disadvantage groups are better represented when voting in mandatory.,Disadvantage groups are not better represented when voting in mandatory.
1,0,0,Voting should be compulsory in the UK,There is precedent to compulsory voting working.,There is not precedent to compulsory voting working.
1,0,0,The Schengen Agreement must be dissolved,"As the Schengen area gets bigger, it becomes more difficult to police and this increases the risk of rogue elements being able to move freely between countries","As the Schengen area gets bigger, it becomes less difficult to police and this increases the risk of rogue elements being able to move freely between countries"
1,0,0,The Schengen Agreement must be dissolved,It is difficult to monitor the area as it increases in size,It is not difficult to monitor the area as it increases in size
1,0,0,The Schengen Agreement must be dissolved,There is currently too little supervision over the area because of its increase in size,There is not currently too little supervision over the area because of its increase in size
0,0,0,The Schengen Agreement must be dissolved,The Schengen Agreement is both a symbol of and fundamental means of upholding the unity of the European Union,The Schengen Agreement is not both a symbol of and fundamental means of upholding the unity of the European Union
0,0,0,The Schengen Agreement must be dissolved,The Schengen Agreement is an anachronism of a safer age. ,The Schengen Agreement is not an anachronism of a safer age.
0,0,0,Users of extremist websites should be punished,Criminalisation will not stop radicalisation,Criminalisation will stop radicalisation
0,0,0,Users of extremist websites should be punished,Radicalisation cannot be stopped by criminalisation,Radicalisation can be stopped by criminalisation
1,0,0,Users of extremist websites should be punished,Extremist should not be allowed to use internet,Extremist should be allowed to use internet
1,0,0,Users of extremist websites should be punished,It makes it more difficult for extremists to organize and spread their message when blocked,It makes it less difficult for extremists to organize and spread their message when blocked
1,0,0,Users of extremist websites should be punished,The internet is an echo chamber that will confirm extremists in their views if not stopped,The internet is an echo chamber that will confirm extremists in their views if stopped
0,0,0,Users of extremist websites should be punished,Criminalisation creates more problems than it solves,Criminalisation creates less problems than it solves
0,0,0,Users of extremist websites should be punished,Problems are not going to be stopped by criminalisation,Problems are going to be stopped by criminalisation
1,0,0,Users of extremist websites should be punished,The freedom of speech can be curtailed when it represents a serious threat to society,The freedom of speech can't be curtailed when it represents a serious threat to society
1,0,0,Users of extremist websites should be punished,Blocking these sites makes it more difficult for extremist groups to coordinate extremist action in the real world,Blocking these sites makes it less difficult for extremist groups to coordinate extremist action in the real world
1,0,0,Users of extremist websites should be punished,Blocking these sites is one of our best preventative measures in combating extremists.,Blocking these sites is not one of our best preventative measures in combating extremists.
0,0,0,Users of extremist websites should be punished,"Freedom of expression is a right guaranteed to all, and reducing or eliminating those freedoms is never acceptable.","Freedom of expression is not a right guaranteed to all, and reducing or eliminating those freedoms is never acceptable."
0,0,0,Users of extremist websites should be punished,Freedoms are not earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.,Freedoms are earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.
1,0,0,Alcohol should be banned.,Alcohol should be banned so that our individuals would lead healthier lives. ,Alcohol should be banned does not mean that our individuals would lead healthier lives.
1,0,0,Alcohol should be banned.,Banning alcohol is a quick fix to a wider societal problem. ,Banning alcohol is not a quick fix to a wider societal problem.
0,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,"Who decides how much is too much, and on what basis? ","Who decides how little is too much, and on what basis?"
0,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,"Society would be damaged if people could not satisfy the procreative urge by enriching their children, as this would demotivate them.","Society would be damaged if people could satisfy the procreative urge by enriching their children, as this would demotivate them."
0,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,Giving massive wealth to children would demotivate them and make them less productive for society.,Giving massive wealth to children would demotivate them and make them more productive for society.
0,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,Children who inherit riches are in a sense demotivated and as a result damaging towards society.,Children who inherit riches are not in a sense demotivated and as a result damaging towards society.
1,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,"The more money you have, the less spiritual you are.","The less money you have, the less spiritual you are."
1,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,Having too much money prevents you from growing spiritually.,Having too little money prevents you from growing spiritually.
1,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,"Inherited wealth demotivates the recipients so that they put less effort into training, education and social skills.","Inherited wealth demotivates the recipients does not mean that they put less effort into training, education and social skills."
0,0,0,The People’s Republic of China should invade North Korea,Is not worth the price,Is worth the price
0,0,0,The People’s Republic of China should invade North Korea,It is far too expensive.,It is not far too expensive.
0,0,0,The People’s Republic of China should invade North Korea,"An Arms race is the one outcome everyone wants to avoid, and an invasion could lead to that. ","An Arms race is not the one outcome everyone wants to avoid, and an invasion could lead to that."
1,0,0,The People’s Republic of China should invade North Korea,North Korea is a threat to China in the future and a nuisance now.,North Korea is not a threat to China in the future and a nuisance now.
1,0,0,The People’s Republic of China should invade North Korea,North Korea is both an annoyance now and a threat in the future to China.,North Korea is not both an annoyance now and a threat in the future to China.
1,0,0,The People’s Republic of China should invade North Korea,"For China, North Korea is a current nuisance and a future threat. ","For China, North Korea is not a current nuisance and a future threat."
0,0,0,The UK Should Leave the European Union,one point that is always not mentioned is the EU is part of the New World Order,one point that is always mentioned is the EU is part of the New World Order
1,0,0,The UK Should Leave the European Union,British taxpayers are forced to bail out other European countries rather than receive goods and services,British taxpayers are not forced to bail out other European countries rather than receive goods and services
1,0,0,The UK Should Leave the European Union,The UK can be independed ,The UK can't be independed
1,0,0,The UK Should Leave the European Union,UK will not be entangled,UK will be entangled
0,0,0,The UK Should Leave the European Union,Leaving the EU will mean the UK will have less regional influence,Leaving the EU will mean the UK will have more regional influence
0,0,0,The UK Should Leave the European Union,"By leaving the EU, the UK would have less power in the region","By leaving the EU, the UK would have more power in the region"
0,0,0,The UK Should Leave the European Union,The UK would lose their regional influence is they left the EU,The UK would lose their regional influence is not they left the EU
0,0,0,The UK Should Leave the European Union,Security is better shared,Security is not better shared
0,0,0,The UK Should Leave the European Union,Security is stronger when there are others involved,Security is not stronger when there are others involved
0,0,0,The UK Should Leave the European Union,It is better protection when others are also sharing some of that responsibility ,It is not better protection when others are also sharing some of that responsibility
0,0,0,The UK Should Leave the European Union,Leaving will mean less communication with other security services,Leaving will mean more communication with other security services
0,0,0,Keep the Sabbath as a Day of Rest,People should be allowed to take their leisure at their own convenience and not on the basis of religious decree ,People should be allowed to take their leisure at their own convenience and on the basis of religious decree
0,0,0,Keep the Sabbath as a Day of Rest,"Recreation should be when people want, not when told to by religion","Recreation should be when people want, when told to by religion"
1,0,0,Keep the Sabbath as a Day of Rest,A shared day when there is no commercial activity encourages family life and recreation ,A shared day when there is not no commercial activity encourages family life and recreation
1,0,0,Civil society should be granted a wider participation in Africa’s political life,Civil society is good for economic development ,Civil society is not good for economic development
1,0,0,Civil society should be granted a wider participation in Africa’s political life,economic developement can be benefited by civil society,economic developement can't be benefited by civil society
0,0,0,Civil society should be granted a wider participation in Africa’s political life,Western European experiences do not demonstrate that civil society’s involvement in politics would be positive in the African context,Western European experiences do demonstrate that civil society’s involvement in politics would be positive in the African context
0,0,0,Civil society should be granted a wider participation in Africa’s political life,There is no proof that western European involvement in politics would be beneficial to Africa.,There is not no proof that western European involvement in politics would be beneficial to Africa.
0,0,0,Civil society should be granted a wider participation in Africa’s political life,History has shown that western European involvement would not be beneficial to Africa.,History has shown that western European involvement would be beneficial to Africa.
1,0,0,Send Yanukovych to The Hague,Yanukovych crimes are against humanity.,Yanukovych crimes are not against humanity.
0,0,0,Send Yanukovych to The Hague,Could not be tried for all his crimes,Could be tried for all his crimes
0,0,0,Send Yanukovych to The Hague,Home is where Yanukovych should be tried.,Home is not where Yanukovych should be tried.
0,0,0,It should be allowed to have military recruitment in schools,Military recruitment in schools is less education than propaganda,Military recruitment in schools is not less education than propaganda
0,0,0,It should be allowed to have military recruitment in schools,Military recruitment in schools is more propaganda than education. ,Military recruitment in schools is not more propaganda than education.
0,0,0,It should be allowed to have military recruitment in schools,Military recruitment in schools provides more propaganda than it does education.,Military recruitment in schools provides less propaganda than it does education.
1,0,0,It should be allowed to have military recruitment in schools,"If a high school is accepting state funding, the should allow military recruiters in schools at least once per year.","If a high school is not accepting state funding, the should allow military recruiters in schools at least once per year."
1,0,0,It should be allowed to have military recruitment in schools,It is a good idea to have military recruitment at schools to give students more opportunities.,It is not a good idea to have military recruitment at schools to give students more opportunities.
1,0,0,It should be allowed to have military recruitment in schools,Students will have more choices if military recruiters are able to be allowed in schools.,Students will have less choices if military recruiters are able to be allowed in schools.
1,0,0,It should be allowed to have military recruitment in schools,The military is an all-volunteer force and needs a percentage of school-age recruits each year,The military is not an all-volunteer force and needs a percentage of school-age recruits each year
1,0,0,It should be allowed to have military recruitment in schools,"Since the military is an all-volunteer force, a percentage of school-age recruits is needed every year.","Since the military is not an all-volunteer force, a percentage of school-age recruits is needed every year."
0,0,0,It should be allowed to have military recruitment in schools,"Military recruiters downplay the risks of a military career, tempting schoolchildren into a career they would not have chosen with honest information.","Military recruiters downplay the risks of a military career, tempting schoolchildren into a career they would have chosen with honest information."
0,0,0,It should be allowed to have military recruitment in schools,"Military recruiters decieve children about the risks of a military career, tempting them into a career they would not choose with honest information.","Military recruiters decieve children about the risks of a military career, tempting them into a career they would choose with honest information."
0,0,0,It should be allowed to have military recruitment in schools,"Since schoolchildren would not chose a military career with honest information, military recruiters downplay the risks of a military career to tempt them.","Since schoolchildren would chose a military career with honest information, military recruiters downplay the risks of a military career to tempt them."
1,0,0,It should be allowed to have military recruitment in schools,The purpose of the military entering schools is not solely recruitment but awareness,The purpose of the military entering schools is solely recruitment but awareness
1,0,0,It should be allowed to have military recruitment in schools,"The military enters schools to promote awareness, not just recruitment.","The military enters schools to promote awareness, just recruitment."
1,0,0,It should be allowed to have military recruitment in schools,"The military enters schools not only for recruitment, but also to promote awareness.","The military enters schools only for recruitment, but also to promote awareness."
0,0,0,It should be allowed to have military recruitment in schools,School children are too young to target for military service,School children are not too young to target for military service
0,0,0,It should be allowed to have military recruitment in schools,School children are too young to be targeted for military service.,School children are not too young to be targeted for military service.
0,0,0,It should be allowed to have military recruitment in schools,The military should not target children for service as they are too young.,The military should target children for service as they are too young.
1,0,0,Parents should be allowed to genetically screen foetuses for heritable diseases,"Parents in liberal societies have a duty to minimize avoidable suffering, so parents should be allowed to genetically screen fetuses. ","Parents in liberal societies have a duty to minimize avoidable suffering, does not mean parents should be allowed to genetically screen fetuses."
0,0,0,Deny Organs to Non-Donors,People may have valid religious reasons not to donate organs,People may have valid religious reasons to donate organs
1,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Domestic intelligence services are the only organization that is capable of performing counterintelligence,Domestic intelligence services are not the only organization that is capable of performing counterintelligence
1,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Counterintelligence can provide services within a democracy and are the only ones qualified to do it.,Counterintelligence can provide services within a democracy and are not the only ones qualified to do it.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Threats are exaggerrated by intelligence agencies.,Threats are not exaggerrated by intelligence agencies.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,It can be self-serving for intelligence agencies to over exaggerate threats.,It can't be self-serving for intelligence agencies to over exaggerate threats.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Domestic intelligence agencies cannot be controlled,Domestic intelligence agencies can be controlled
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,It is too difficult to control domestic intelligence services.,It is not too difficult to control domestic intelligence services.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,There is an inability to control domestic intelligence agencies.,There is not an inability to control domestic intelligence agencies.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Intelligence agencies operating domestically are unable to be controlled.,Intelligence agencies operating domestically are not unable to be controlled.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,The government does not have the right to spy on its citizens,The government does have the right to spy on its citizens
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Government sponsored domestic intelligence cannot be allowed to spy on citizens.,Government sponsored domestic intelligence can be allowed to spy on citizens.
0,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Citizens have the right to expect privacy and not be spied on by domestic intelligence agencies.,Citizens have the right to expect privacy and be spied on by domestic intelligence agencies.
1,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Intelligence is necessary for the safety of the public.,Intelligence is not necessary for the safety of the public.
1,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,Societies are protected by the activities of intelligence .,Societies are not protected by the activities of intelligence .
1,0,0,Prisoners Should Be Used For Medical Experiments Without Consent,Death-penalized prisoners are obligated to comply with vaccine test medical procedures for the greater good since they have a debt to society they must repay.,Death-penalized prisoners are not obligated to comply with vaccine test medical procedures for the greater good since they have a debt to society they must repay.
1,0,0,Prisoners Should Be Used For Medical Experiments Without Consent,It is acceptable to infringe on the rights of criminals sentenced to the death penalty in order to save massive quantity of human life and preserve the continuity of the human race.,It is not acceptable to infringe on the rights of criminals sentenced to the death penalty in order to save massive quantity of human life and preserve the continuity of the human race.
1,0,0,Prisoners Should Be Used For Medical Experiments Without Consent,It stands to reason that prisoner rights and public rights are unequal,It stands to reason that prisoner rights and public rights are not unequal
0,0,0,Labels on food must be mandated to encourage people to eat better,"By labeling their foods, companies are able to convince consumers of falsehoods. ","By labeling their foods, companies are not able to convince consumers of falsehoods."
0,0,0,Labels on food must be mandated to encourage people to eat better,Consumers can be fed lies by companies via food labels.,Consumers can't be fed lies by companies via food labels.
1,0,0,Labels on food must be mandated to encourage people to eat better,Food labeling encourages food companies to provide food more in tune with consumer values,Food labeling encourages food companies to provide food less in tune with consumer values
0,0,0,Labels on food must be mandated to encourage people to eat better,Food labeling does not change consumer behavior,Food labeling does change consumer behavior
0,0,0,Labels on food must be mandated to encourage people to eat better,Consumers do not change their buying habits based on the absence or presence of labels.,Consumers do change their buying habits based on the absence or presence of labels.
1,0,0,Labels on food must be mandated to encourage people to eat better,Food labeling is an important form of consumer protection,Food labeling is not an important form of consumer protection
1,0,0,Labels on food must be mandated to encourage people to eat better,"In order to protect consumers, it is important to correctly label food products. ","In order to protect consumers, it is not important to correctly label food products."
1,0,0,Labels on food must be mandated to encourage people to eat better,It is easier for people to make healthier food choices when foods are labeled. ,It is not easier for people to make healthier food choices when foods are labeled.
1,0,0,Labels on food must be mandated to encourage people to eat better,"In order to make healthy food choices, it is important that foods are labeled. ","In order to make healthy food choices, it is not important that foods are labeled."
1,0,0,Macs are better than PCs,"Macs are gaining Market shares because of their cross platform compatibility with phones, home devices, and more","Macs are not gaining Market shares because of their cross platform compatibility with phones, home devices, and more"
1,0,0,Macs are better than PCs,"Macs are gaining traction in the market over PCs as consumers demand more integration between smartphones, computers, and smart home devices","Macs are not gaining traction in the market over PCs as consumers demand more integration between smartphones, computers, and smart home devices"
1,0,0,Macs are better than PCs,Macs are more intuitive and user-friendly,Macs are not more intuitive and user-friendly
1,0,0,Macs are better than PCs,Macs are so much easier to use,Macs are not so much easier to use
1,0,0,Macs are better than PCs,Macs are more secure,Macs are not more secure
0,0,0,Macs are better than PCs,Macs are plagued with hardware issues,Macs are not plagued with hardware issues
0,0,0,Macs are better than PCs,"Despite sometimes numerous hardware issues, Macs continue are better than PCs for many reasons","Despite sometimes numerous hardware issues, Macs continue are not better than PCs for many reasons"
1,0,0,Macs are better than PCs,Macs are more performance than pc's,Macs are not more performance than pc's
1,0,0,Macs are better than PCs,"For consumers demanding a performance computer, Macs are the obvious choice ","For consumers demanding a performance computer, Macs are not the obvious choice"
1,0,0,Macs are better than PCs,Mac OS X restart less,Mac OS X restart more 
1,0,0,Turkey is not a democracy,Turkey does not have the freedoms associated with democracy,Turkey does have the freedoms associated with democracy
0,0,0,Adding artificial happy endings to a story completely ruins it,Hopeful endings are important for morale,Hopeful endings are not important for morale
0,0,0,Adding artificial happy endings to a story completely ruins it,A good ending is good for morale.,A good ending is not good for morale.
0,0,0,Adding artificial happy endings to a story completely ruins it,"If there is hope at the end, it boost morale.","If there is not hope at the end, it boost morale."
0,0,0,Men are the key to family planning in Uganda,Family planning is wrong: controlling sexuality,Family planning is not wrong: controlling sexuality
0,0,0,Men are the key to family planning in Uganda,Controlling sexuality in family planning is wrong,Controlling sexuality in family planning is not wrong
0,0,0,Men are the key to family planning in Uganda,Sexuality and family planning don't mix,Sexuality and family planning do mix
1,0,0,Men are the key to family planning in Uganda,Involving men is the best way to ensure family planning works,Involving men is not the best way to ensure family planning works
1,0,0,Men are the key to family planning in Uganda,Men's involvement in family planning is the most important aspect,Men's involvement in family planning is not the most important aspect
1,0,0,Remove the requirement for Catholic Priests to take a vow of celibacy,Celibacy is outdated,Celibacy is not outdated
1,0,0,Remove the requirement for Catholic Priests to take a vow of celibacy,We live in the 21st century so we should keep outdated practices like priestly celibacy.,We live in the 21st century does not mean we should keep outdated practices like priestly celibacy.
1,0,0,Remove the requirement for Catholic Priests to take a vow of celibacy,There is no longer any reason to maintain celibacy of priests.,There is not no longer any reason to maintain celibacy of priests.
1,0,0,Remove the requirement for Catholic Priests to take a vow of celibacy,"Clerical rape of children is, in part, due to the celibacy of priests and must change","Clerical rape of children is not , in part, due to the celibacy of priests and must change"
1,0,0,Remove the requirement for Catholic Priests to take a vow of celibacy,"If priests were not forced to be celibate, the issue of child rate would not be as widespread.","If priests were forced to be celibate, the issue of child rate would not be as widespread."
1,0,0,Remove the requirement for Catholic Priests to take a vow of celibacy,One of the reasons clerical child rape has happened is due to priests being forced to remain celibate.,One of the reasons clerical child rape has happened is not due to priests being forced to remain celibate.
1,0,0,It is necessary to offer increased aid to developing world countries that encourage and accept large influxes of immigrants,Finances are need to support influxes of immigrants.,Finances are not need to support influxes of immigrants.
1,0,0,It is necessary to offer increased aid to developing world countries that encourage and accept large influxes of immigrants,"If there is no shortage of money, then immigrants will be accepted and treated better.","If there is not no shortage of money, then immigrants will be accepted and treated better."
0,0,0,Do not allow companies to collect/sell the personal data of their clients,The storing and sale of personal data aids companies by making marketing more efficient and allows niche markets to thrive,The storing and sale of personal data aids companies by making marketing less efficient and allows niche markets to thrive
0,0,0,Do not allow companies to collect/sell the personal data of their clients,The sort of information being kept and sold is legitimate for firms to utilize in this fashion,The sort of information being kept and sold is not legitimate for firms to utilize in this fashion
0,0,0,Homework is beneficial,Low-income students are at a disadvantage when it comes to homework.,Low-income students are not at a disadvantage when it comes to homework.
0,0,0,Homework is beneficial,Homework doesn't help low-income students succeed.,Homework does help low-income students succeed.
0,0,0,Homework is beneficial,There is no evidence that homework makes a difference for young children.,There is not no evidence that homework makes a difference for young children.
0,0,0,Homework is beneficial,"Homework has little educational worth, and therefore is a waste of students' time","Homework has much educational worth, and therefore is a waste of students' time"
0,0,0,Homework is beneficial,There is a lack of evidence that homework helps younger children,There is not a lack of evidence that homework helps younger children
0,0,0,Homework is beneficial,Small children are not helped by having homework.,Small children are helped by having homework.
1,0,0,Homework is beneficial,Homework is beneficial because of parent/child involvement,Homework is not beneficial because of parent/child involvement
1,0,0,Homework is beneficial,Homework helps parents understand what their children are learning.,Homework helps parents understand what their children are not learning.
1,0,0,Homework is beneficial,homework is good for students,homework is not good for students
1,0,0,Homework is beneficial,Homework is good for learning,Homework is not good for learning
1,0,0,Homework is beneficial,Homework is good to create study habits,Homework is not good to create study habits
0,0,0,Homework is beneficial,Too much homework can be harmful,Too little homework can be harmful
0,0,0,Homework is beneficial,Assigning large amounts of homework isn't good for students.,Assigning large amounts of homework is good for students.
0,0,0,Homework is beneficial,Too much homework is detrimental.,Too little homework is detrimental.
1,0,0,Homework is beneficial,"Homework is an essential part of education, allowing students to learn information beyond that which they are taught at school.","Homework is not an essential part of education, allowing students to learn information beyond that which they are taught at school."
1,0,0,Homework is beneficial,Homework is crucial to a well rounded education as it is the means by which students are encouraged to learn beyond the school curriculum.,Homework is not crucial to a well rounded education as it is the means by which students are encouraged to learn beyond the school curriculum.
1,0,0,Homework is beneficial,Homework allows students to explore and learn beyond the instruction they are given in the classroom.,Homework allows students to explore and learn beyond the instruction they are not given in the classroom.
1,0,0,Homework is beneficial,Homework ensures that students practise what they are taught at school,Homework ensures that students practise what they are not taught at school
0,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",4. Gov is better suited than charities.,4. Gov is not better suited than charities.
0,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",The government is better equipped than charities,The government is not better equipped than charities
1,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",Financial assistance is not the government’s duty,Financial assistance is the government’s duty
1,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",The government is not responsible for financial assistance,The government is responsible for financial assistance
1,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",The government shouldn't pay for financial assistance,The government should pay for financial assistance
0,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",Government is better organized,Government is not better organized
0,0,0,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",Government has more resources,Government has less resources
